Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2017,09,001000,013,    ,00000 ,01080 ,3303 ,278,25540, , ,06232      ,1,1,12,Andover town,3,3,835000,0,0,0,0,0,0,0,0,0,3,3,835000,0,0,0,0,0,0,0,0,0
2017,09,005000,009,0010,01150 ,01220 ,19249 ,408,35300,2, ,064011855  ,1,1,12,Ansonia,0,0,0,3,6,697000,0,0,0,0,0,0,0,0,0,3,6,697000,0,0,0,0,0,0
2017,09,009000,015,    ,00000 ,01430 ,4317 ,148,49340, , ,06278      ,1,1,12,Ashford town,8,8,1395000,0,0,0,0,0,0,0,0,0,8,8,1395000,0,0,0,0,0,0,0,0,0
2017,09,013000,003,    ,00000 ,02060 ,18098 ,278,25540, , ,06001      ,1,1,7,Avon town,20,20,6555963,0,0,0,0,0,0,0,0,0,10,10,2999913,0,0,0,0,0,0,0,0,0
2017,09,021000,005,    ,00000 ,02760 ,3799 ,999,99999, , ,060633340  ,1,1,12,Barkhamsted town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,09,025000,009,    ,00000 ,03250 ,6049 ,408,35300, , ,06403      ,1,1,0,Beacon Falls town,18,18,2523410,2,4,424000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,09,029000,003,    ,00000 ,04300 ,19866 ,278,25540, , ,06037      ,1,1,12,Berlin town,14,14,2707659,0,0,0,0,0,0,0,0,0,14,14,2707659,0,0,0,0,0,0,0,0,0
2017,09,033000,009,    ,00000 ,04580 ,5563 ,408,35300, , ,06524      ,1,1,12,Bethany town,2,2,566924,0,0,0,0,0,0,0,0,0,2,2,566924,0,0,0,0,0,0,0,0,0
2017,09,037000,001,    ,00000 ,04720 ,18584 ,408,14860, , ,06801      ,1,1,12,Bethel town,62,62,16555824,0,0,0,0,0,0,0,0,0,62,62,16555824,0,0,0,0,0,0,0,0,0
2017,09,041000,005,    ,00000 ,04930 ,3607 ,999,99999, , ,067510053  ,1,1,0,Bethlehem town,2,2,505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,09,045000,003,    ,00000 ,05910 ,20486 ,278,25540, , ,060022460  ,1,1,12,Bloomfield town,3,3,566231,0,0,0,0,0,0,0,0,0,3,3,566231,0,0,0,0,0,0,0,0,0
2017,09,049000,013,    ,00000 ,06260 ,4980 ,278,25540, , ,06043      ,1,1,12,Bolton town,3,3,788385,0,0,0,0,0,0,0,0,0,3,3,788385,0,0,0,0,0,0,0,0,0
2017,09,053000,011,    ,00000 ,06820 ,2627 ,278,35980, , ,06334      ,1,1,12,Bozrah town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
