Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2011,01,001000,067,0005,00124 ,90009 ,2987 ,222,20020, , ,36310      ,3,6,12,Abbeville,1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0
2011,01,002000,073,0010,00460 ,91404 ,4965 ,142,13820, , ,35005      ,3,6,12,Adamsville,1,1,104570,0,0,0,0,0,0,0,0,0,1,1,104570,0,0,0,0,0,0,0,0,0
2011,01,004000,065,0020,00676 ,93015 ,521 ,999,46220,2, ,35441      ,3,6,0,Akron town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,005000,117,0025,00820 ,92205 ,22619 ,142,13820, , ,35007      ,3,6,12,Alabaster,30,30,5106245,0,0,0,0,0,0,0,0,0,30,30,5106245,0,0,0,0,0,0,0,0,0
2011,01,006000,095,0030,00988 ,91458 ,17247 ,999,99999, , ,35950      ,3,6,12,Albertville,9,9,1665000,0,0,0,0,0,0,0,0,0,9,9,1665000,0,0,0,0,0,0,0,0,0
2011,01,007000,123,0035,01132 ,90819 ,15008 ,999,99999, , ,35010      ,3,6,12,Alexander City,10,10,2243658,0,0,0,0,0,0,0,0,0,10,10,2243658,0,0,0,0,0,0,0,0,0
2011,01,008000,107,0040,01228 ,92973 ,2567 ,999,99999, , ,35442      ,3,6,12,Aliceville,2,2,216000,0,0,0,0,0,0,0,0,0,2,2,216000,0,0,0,0,0,0,0,0,0
2011,01,012000,039,0055,01708 ,90090 ,8794 ,999,99999, , ,36420      ,3,6,12,Andalusia,7,7,317000,0,0,0,0,0,0,0,0,0,7,7,317000,0,0,0,0,0,0,0,0,0
2011,01,014000,015,0060,01852 ,90099 ,24276 ,999,11500, ,1,36202      ,3,6,12,Anniston,4,4,570000,0,0,0,0,0,0,0,0,0,4,4,570000,0,0,0,0,0,0,0,0,0
2011,01,016000,095,0065,02116 ,90108 ,7146 ,999,99999,2, ,35016      ,3,6,0,Arab,12,12,1553000,1,2,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,017000,083,0070,02260 ,90144 ,1034 ,290,26620, , ,35739      ,3,6,12,Ardmore town,2,2,215000,0,0,0,0,0,0,0,0,0,2,2,215000,0,0,0,0,0,0,0,0,0
2011,01,022000,069,0080,02836 ,90900 ,1853 ,222,20020, , ,36312      ,3,6,0,Ashford town,4,4,479000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,023000,027,0085,02860 ,90126 ,1965 ,999,99999,2, ,36251      ,3,6,12,Ashland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
