Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202110,17,002800,043,0015,00243 ,00250 ,36942 ,176,16980, , ,601012786  ,2,3,4,Addison village,34,34,8145131,0,0,0,0,0,0,0,0,0,18,18,4052000,0,0,0,0,0,0,0,0,0
202110,17,005200,027,0030,00555 ,44667 ,1190 ,476,41180, , ,62215      ,2,3,10,Albers village,1,1,400000,0,0,0,0,0,0,0,0,0,1,1,400000,0,0,0,0,0,0,0,0,0
202110,17,007900,111,0050,00685 ,00698 ,21613 ,176,16980,2, ,60102      ,2,3,10,Algonquin village,70,70,18564312,0,0,0,0,0,0,0,0,0,70,70,18564312,0,0,0,0,0,0,0,0,0
202110,17,008500,119,0055,00737 ,00750 ,681 ,476,41180, , ,620253170  ,2,3,3,Alhambra village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,17,012700,031,0095,01010 ,83531 ,19277 ,176,16980, , ,60803      ,2,3,6,Alsip village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,17,013900,119,0115,01114 ,01127 ,27865 ,476,41180,2, ,62002      ,2,3,10,Alton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,17,019300,097,0160,01595 ,01608 ,14430 ,176,16980, , ,60002      ,2,3,10,Antioch village,24,24,4874000,0,0,0,0,0,0,0,0,0,24,24,4874000,0,0,0,0,0,0,0,0,0
202110,17,021700,115,0180,01972 ,27988 ,947 ,999,19500, , ,62501      ,2,3,10,Argenta village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,17,022300,031,0228,02154 ,81100 ,75101 ,176,16980, , ,60005      ,2,3,10,Arlington Heights village,23,23,11440200,0,0,0,0,0,0,1,76,12240000,23,23,11440200,0,0,0,0,0,0,1,76,12240000
202110,17,023200,091,0200,02258 ,57017 ,743 ,176,28100, , ,60910      ,2,3,0,Aroma Park village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,17,033100,147,0265,02882 ,76888 ,619 ,999,16580,2, ,619130319  ,2,3,10,Atwood village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202110,17,035500,089,0280,03012 ,03025 ,130976 ,176,16980,2, ,60505      ,2,3,5,Aurora,41,41,13201620,0,0,0,4,16,1115251,0,0,0,0,0,0,0,0,0,4,16,1115251,0,0,0
202110,17,037300,027,0290,03181 ,73365 ,1945 ,476,41180, , ,62216      ,2,3,10,Aviston village,11,11,3115012,1,2,298900,0,0,0,0,0,0,11,11,3115012,1,2,298900,0,0,0,0,0,0
