Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2011,17,001000,095,0005,00113 ,11891 ,3612 ,999,99999, , ,61410      ,2,3,0,Abingdon,1,1,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,002800,043,0015,00243 ,00250 ,35914 ,176,16980, , ,601012786  ,2,3,12,Addison village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,004900,195,0025,00516 ,00529 ,895 ,999,99999, , ,61230      ,2,3,12,Albany village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,005200,027,0030,00555 ,44667 ,878 ,476,41180, , ,62215      ,2,3,12,Albers village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,006100,131,0040,00646 ,48398 ,3613 ,999,19340, , ,61231      ,2,3,12,Aledo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,006400,003,    ,  ,  ,4319 ,164,16020, , ,62969      ,2,3,0,Alexander County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,007000,187,0045,00672 ,72065 ,499 ,999,99999,2, ,61412      ,2,3,12,Alexis village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,007900,111,0050,00685 ,00698 ,18254 ,176,16980,2, ,60102      ,2,3,1,Algonquin village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,008500,119,0055,00737 ,00750 ,630 ,476,41180, , ,62001      ,2,3,12,Alhambra village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,009400,185,0060,00815 ,93582 ,528 ,999,99999, , ,62410      ,2,3,12,Allendale village,1,1,64375,0,0,0,0,0,0,0,0,0,1,1,64375,0,0,0,0,0,0,0,0,0
2011,17,009700,139,0065,00867 ,22099 ,154 ,999,99999, , ,61951      ,2,3,0,Allenville village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,010300,183,0070,00880 ,69849 ,293 ,999,19180,2, ,61810      ,2,3,12,Allerton village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,17,012100,073,0085,00971 ,57108 ,726 ,999,19340, , ,61413      ,2,3,0,Alpha village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
