Survey,State,6-Digit,County,Place,MSA/,PMSA,Central,Zip,Region,Division,Number of,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,CMSA,Code,City,Code,Code,Code,Months Rep,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
2001,17,001000,095,0005,9999,9999, ,61410      ,2,3,12,,Abingdon,2,2,190000,0,0,0,0,0,0,0,0,0,2,2,190000,0,0,0,0,0,0,0,0,0
2001,17,001900,099,    ,9999,9999, ,60531      ,2,3,12,,Adams township,7,7,833000,0,0,0,0,0,0,0,0,0,7,7,833000,0,0,0,0,0,0,0,0,0
2001,17,002800,043,0015,1602,1600, ,60101      ,2,3,12,,Addison village,66,66,16932122,0,0,0,0,0,0,3,36,1964440,66,66,16932122,0,0,0,0,0,0,3,36,1964440
2001,17,004900,195,0025,9999,9999, ,61230      ,2,3,12,,Albany village,9,9,546600,0,0,0,0,0,0,0,0,0,9,9,546600,0,0,0,0,0,0,0,0,0
2001,17,005200,027,0030,7040,9999, ,62215      ,2,3,12,,Albers village,15,15,2207000,0,0,0,0,0,0,0,0,0,15,15,2207000,0,0,0,0,0,0,0,0,0
2001,17,006100,131,0040,9999,9999, ,61231      ,2,3,12,,Aledo,1,1,110000,0,0,0,0,0,0,0,0,0,1,1,110000,0,0,0,0,0,0,0,0,0
2001,17,007000,187,0045,9999,9999, ,61412      ,2,3,12,,Alexis village,2,2,250000,0,0,0,0,0,0,0,0,0,2,2,250000,0,0,0,0,0,0,0,0,0
2001,17,007900,111,0050,1602,1600, ,60102      ,2,3,12,,Algonquin village,594,594,86973912,0,0,0,0,0,0,0,0,0,594,594,86973912,0,0,0,0,0,0,0,0,0
2001,17,008500,119,0055,7040,9999, ,62001      ,2,3,12,,Alhambra village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,009400,185,0060,9999,9999, ,62410      ,2,3,12,,Allendale village,1,1,66000,0,0,0,0,0,0,0,0,0,1,1,66000,0,0,0,0,0,0,0,0,0
2001,17,009700,139,0065,9999,9999, ,61951      ,2,3,0,,Allenville village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,010300,183,0070,9999,9999, ,61810      ,2,3,0,,Allerton village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,012100,073,0085,1960,9999, ,61413      ,2,3,12,,Alpha village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,012700,031,0095,1602,1600, ,60658      ,2,3,12,,Alsip village,2,2,265000,0,0,0,0,0,0,2,20,1066000,2,2,265000,0,0,0,0,0,0,2,20,1066000
2001,17,013000,049,0100,9999,9999, ,62411      ,2,3,12,,Altamont,3,3,362800,0,0,0,0,0,0,0,0,0,3,3,362800,0,0,0,0,0,0,0,0,0
2001,17,013900,119,0115,7040,9999,1,62002      ,2,3,12,,Alton,10,10,883600,0,0,0,0,0,0,2,16,510400,10,10,883600,0,0,0,0,0,0,2,16,510400
2001,17,015100,103,0130,9999,9999, ,61310      ,2,3,12,,Amboy,8,8,1014000,0,0,0,0,0,0,0,0,0,8,8,1014000,0,0,0,0,0,0,0,0,0
2001,17,016300,113,0133,1040,9999, ,61720      ,2,3,12,,Anchor village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,016900,161,0135,1960,9999, ,61232      ,2,3,12,,Andalusia village,3,3,525000,0,0,0,0,0,0,0,0,0,3,3,525000,0,0,0,0,0,0,0,0,0
2001,17,017800,073,0145,1960,9999, ,61233      ,2,3,0,,Andover village,1,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,018100,181,0150,9999,9999, ,62906      ,2,3,12,,Anna,19,19,1981000,0,0,0,0,0,0,0,0,0,19,19,1981000,0,0,0,0,0,0,0,0,0
2001,17,018400,073,0155,1960,9999, ,61234      ,2,3,12,,Annawan town,6,6,390000,0,0,0,0,0,0,0,0,0,6,6,390000,0,0,0,0,0,0,0,0,0
2001,17,019300,097,0160,1602,1600, ,60002      ,2,3,12,,Antioch village,180,180,25928168,0,0,0,0,0,0,0,0,0,180,180,25928168,0,0,0,0,0,0,0,0,0
2001,17,020500,041,0170,9999,9999, ,61910      ,2,3,12,,Arcola,6,6,797950,0,0,0,0,0,0,0,0,0,6,6,797950,0,0,0,0,0,0,0,0,0
2001,17,021700,115,0180,2040,9999, ,62501      ,2,3,0,,Argenta village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,022300,031,0190,1602,1600, ,60005      ,2,3,12,,Arlington Heights village,33,33,9287400,1,2,250000,1,4,845000,0,0,0,33,33,9287400,1,2,250000,1,4,845000,0,0,0
2001,17,022900,179,0195,6120,9999, ,61721      ,2,3,12,,Armington village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,023200,091,0200,1602,3740, ,60910      ,2,3,12,,Aroma Park village,1,1,165000,0,0,0,0,0,0,0,0,0,1,1,165000,0,0,0,0,0,0,0,0,0
2001,17,024400,113,0205,1040,9999, ,617720101  ,2,3,12,,Arrowsmith village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,025000,041,0210,9999,9999, ,619110139  ,2,3,12,,Arthur village,3,3,165000,0,0,0,0,0,0,0,0,0,3,3,165000,0,0,0,0,0,0,0,0,0
2001,17,026800,075,0215,9999,9999, ,60911      ,2,3,12,,Ashkum village,1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0
2001,17,027400,017,0220,9999,9999, ,62612      ,2,3,12,,Ashland village,2,2,350000,0,0,0,0,0,0,0,0,0,2,2,350000,0,0,0,0,0,0,0,0,0
2001,17,027700,189,0225,9999,9999, ,62808      ,2,3,12,,Ashley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,028600,029,0230,9999,9999, ,61912      ,2,3,12,,Ashmore village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,17,029200,103,0235,9999,9999, ,61006      ,2,3,0,,Ashton village,2,2,235000,1,2,165000,0,0,0,2,17,920833,0,0,0,0,0,0,0,0,0,0,0,0
