Survey , FIPS , FIPS , Region , Division , County ,   , 1-unit ,   ,   , 2-unit ,   ,   , 34unit ,   ,   , 5-unit ,   ,   , 1-unit rep ,   ,   , 2-unit rep ,   ,   , 34-unit rep ,   ,   , 5-unit rep ,   ,  
Date , State , County , Code , Code , Name , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  ,  Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value  , Bldgs  , Units , Value 

9699  ,     01  , 001  , 3  , 6  , Autauga County  , 281  , 281  , 15577796  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 281  , 281  , 15577796  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 003  , 3  , 6  , Baldwin County  , 1900  , 1900  , 192063538  , 24  , 48  , 3993386  , 7  , 25  , 1607720  , 42  , 718  , 57102914  , 1889  , 1889  , 190416107  , 24  , 48  , 3993386  , 7  , 25  , 1607720  , 42  , 718  , 57102914
9699  ,     01  , 005  , 3  , 6  , Barbour County  , 75  , 75  , 7351467  , 2  , 4  , 191280  , 0  , 0  , 0  , 0  , 0  , 0  , 75  , 75  , 7351467  , 2  , 4  , 191280  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 007  , 3  , 6  , Bibb County  , 4  , 4  , 220000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 4  , 220000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 009  , 3  , 6  , Blount County  , 41  , 41  , 3886030  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 32  , 1386000  , 41  , 41  , 3886030  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 32  , 1386000
9699  ,     01  , 011  , 3  , 6  , Bullock County  , 3  , 3  , 122700  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 3  , 122700  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 013  , 3  , 6  , Butler County  , 14  , 14  , 1164233  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 14  , 14  , 1164233  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 015  , 3  , 6  , Calhoun County  , 196  , 196  , 15691872  , 2  , 4  , 140000  , 0  , 0  , 0  , 20  , 112  , 4605027  , 43  , 43  , 3584500  , 2  , 4  , 140000  , 0  , 0  , 0  , 9  , 47  , 1650000
9699  ,     01  , 017  , 3  , 6  , Chambers County  , 16  , 16  , 1599320  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 16  , 16  , 1599320  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 019  , 3  , 6  , Cherokee County  , 13  , 13  , 931600  , 1  , 2  , 79500  , 0  , 0  , 0  , 0  , 0  , 0  , 13  , 13  , 931600  , 1  , 2  , 79500  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 021  , 3  , 6  , Chilton County  , 34  , 34  , 3116350  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 34  , 34  , 3116350  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 023  , 3  , 6  , Choctaw County  , 4  , 4  , 300000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 4  , 300000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 025  , 3  , 6  , Clarke County  , 41  , 41  , 3609606  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 36  , 1335918  , 12  , 12  , 1412500  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 36  , 1335918
9699  ,     01  , 027  , 3  , 6  , Clay County  , 10  , 10  , 547120  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 10  , 10  , 547120  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 029  , 3  , 6  , Cleburne County  , 6  , 6  , 377500  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 6  , 6  , 377500  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 031  , 3  , 6  , Coffee County  , 126  , 126  , 8741354  , 0  , 0  , 0  , 0  , 0  , 0  , 10  , 128  , 4008778  , 126  , 126  , 8741354  , 0  , 0  , 0  , 0  , 0  , 0  , 10  , 128  , 4008778
9699  ,     01  , 033  , 3  , 6  , Colbert County  , 126  , 126  , 8968600  , 1  , 2  , 66000  , 18  , 72  , 2407000  , 9  , 63  , 2560000  , 126  , 126  , 8968600  , 1  , 2  , 66000  , 18  , 72  , 2407000  , 9  , 63  , 2560000
9699  ,     01  , 035  , 3  , 6  , Conecuh County  , 2  , 2  , 114000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 2  , 2  , 114000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 037  , 3  , 6  , Coosa County  , 3  , 3  , 121338  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 039  , 3  , 6  , Covington County  , 32  , 32  , 2855000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 31  , 31  , 2775000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 041  , 3  , 6  , Crenshaw County  , 6  , 6  , 432000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 6  , 6  , 432000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 043  , 3  , 6  , Cullman County  , 83  , 83  , 7159200  , 5  , 10  , 240500  , 0  , 0  , 0  , 10  , 80  , 2423382  , 83  , 83  , 7159200  , 5  , 10  , 240500  , 0  , 0  , 0  , 10  , 80  , 2423382
9699  ,     01  , 045  , 3  , 6  , Dale County  , 44  , 44  , 4783483  , 2  , 4  , 150000  , 6  , 24  , 1273110  , 0  , 0  , 0  , 44  , 44  , 4783483  , 2  , 4  , 150000  , 6  , 24  , 1273110  , 0  , 0  , 0
9699  ,     01  , 047  , 3  , 6  , Dallas County  , 14  , 14  , 1924668  , 0  , 0  , 0  , 1  , 4  , 90000  , 1  , 6  , 203000  , 14  , 14  , 1924668  , 0  , 0  , 0  , 1  , 4  , 90000  , 1  , 6  , 203000
9699  ,     01  , 049  , 3  , 6  , DeKalb County  , 38  , 38  , 2977656  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 38  , 38  , 2977656  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 051  , 3  , 6  , Elmore County  , 317  , 317  , 25042992  , 4  , 8  , 381703  , 0  , 0  , 0  , 21  , 172  , 7413024  , 317  , 317  , 25042992  , 4  , 8  , 381703  , 0  , 0  , 0  , 21  , 172  , 7413024
9699  ,     01  , 053  , 3  , 6  , Escambia County  , 47  , 47  , 3574900  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 45  , 45  , 3454900  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 055  , 3  , 6  , Etowah County  , 216  , 216  , 16845760  , 1  , 2  , 25000  , 0  , 0  , 0  , 4  , 40  , 1164000  , 206  , 206  , 16332885  , 1  , 2  , 25000  , 0  , 0  , 0  , 4  , 40  , 1164000
9699  ,     01  , 057  , 3  , 6  , Fayette County  , 18  , 18  , 1708000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 18  , 18  , 1708000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 059  , 3  , 6  , Franklin County  , 47  , 47  , 2647094  , 4  , 8  , 81000  , 4  , 15  , 225000  , 1  , 12  , 250000  , 47  , 47  , 2647094  , 4  , 8  , 81000  , 4  , 15  , 225000  , 1  , 12  , 250000
9699  ,     01  , 061  , 3  , 6  , Geneva County  , 21  , 21  , 1401870  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 21  , 21  , 1401870  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 063  , 3  , 6  , Greene County  , 7  , 7  , 401948  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 7  , 7  , 401948  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 065  , 3  , 6  , Hale County  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 067  , 3  , 6  , Henry County  , 26  , 26  , 2894045  , 1  , 2  , 82000  , 0  , 0  , 0  , 0  , 0  , 0  , 26  , 26  , 2894045  , 1  , 2  , 82000  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 069  , 3  , 6  , Houston County  , 330  , 330  , 23093658  , 4  , 8  , 277105  , 2  , 6  , 0  , 0  , 0  , 0  , 329  , 329  , 23013658  , 4  , 8  , 277105  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 071  , 3  , 6  , Jackson County  , 80  , 80  , 5630158  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 073  , 3  , 6  , Jefferson County  , 2786  , 2786  , 355497738  , 1  , 2  , 85000  , 1  , 4  , 259200  , 75  , 1372  , 35609823  , 2634  , 2634  , 342102257  , 1  , 2  , 85000  , 1  , 4  , 259200  , 75  , 1372  , 35609823
9699  ,     01  , 075  , 3  , 6  , Lamar County  , 13  , 13  , 823340  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 3  , 3  , 64000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 077  , 3  , 6  , Lauderdale County  , 176  , 176  , 18329935  , 0  , 0  , 0  , 3  , 12  , 421408  , 3  , 30  , 913442  , 176  , 176  , 18329935  , 0  , 0  , 0  , 3  , 12  , 421408  , 3  , 30  , 913442
9699  ,     01  , 079  , 3  , 6  , Lawrence County  , 16  , 16  , 1445684  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 081  , 3  , 6  , Lee County  , 429  , 429  , 45592235  , 27  , 54  , 2432548  , 0  , 0  , 0  , 7  , 60  , 2713510  , 429  , 429  , 45592235  , 27  , 54  , 2432548  , 0  , 0  , 0  , 7  , 60  , 2713510
9699  ,     01  , 083  , 3  , 6  , Limestone County  , 95  , 95  , 9810844  , 0  , 0  , 0  , 1  , 4  , 153508  , 7  , 46  , 1765342  , 95  , 95  , 9810844  , 0  , 0  , 0  , 1  , 4  , 153508  , 7  , 46  , 1765342
9699  ,     01  , 085  , 3  , 6  , Lowndes County  , 6  , 6  , 468000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 6  , 6  , 468000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 087  , 3  , 6  , Macon County  , 35  , 35  , 1193865  , 1  , 2  , 45000  , 0  , 0  , 0  , 5  , 40  , 125430  , 35  , 35  , 1193865  , 1  , 2  , 45000  , 0  , 0  , 0  , 5  , 40  , 125430
9699  ,     01  , 089  , 3  , 6  , Madison County  , 802  , 802  , 35985611  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 802  , 802  , 35985611  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 091  , 3  , 6  , Marengo County  , 14  , 14  , 1278000  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 48  , 1183000  , 14  , 14  , 1278000  , 0  , 0  , 0  , 0  , 0  , 0  , 4  , 48  , 1183000
9699  ,     01  , 093  , 3  , 6  , Marion County  , 30  , 30  , 2662500  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 2  , 2  , 135000  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0
9699  ,     01  , 095  , 3  , 6  , Marshall County  , 218  , 218  , 18330607  , 1  , 2  , 30000  , 3  , 12  , 395000  , 3  , 26  , 727400  , 218  , 218  , 18330607  , 1  , 2  , 30000  , 3  , 12  , 395000  , 3  , 26  , 727400
